dt,AverageTemperature,AverageTemperatureUncertainty,Country
1867-02-01,18.965,1.116,India
1867-03-01,23.342,1.201,India
1867-04-01,27.576,1.219,India
1867-05-01,29.356,1.143,India
1867-06-01,29.002,1.136,India
1867-07-01,26.886,1.148,India
1867-08-01,26.011,1.214,India
1867-09-01,25.693,1.117,India
1867-10-01,24.019,1.055,India
1867-11-01,21.194,1.46,India
1867-12-01,17.723,1.329,India
1868-01-01,16.346,1.223,India
1868-02-01,18.506,1.497,India
1868-03-01,22.925,1.246,India
1868-04-01,27.525,1.424,India
1868-05-01,29.913,1.292,India
1868-06-01,28.847,1.091,India
1868-07-01,26.882,1.076,India
1868-08-01,26.182,1.147,India
1868-09-01,25.785,1.147,India
1868-10-01,24.29,1.115,India
1868-11-01,20.111,1.303,India
1868-12-01,16.897,1.211,India
1869-01-01,16.581,1.43,India
1869-02-01,19.805,1.351,India
1869-03-01,23.022,1.313,India
1869-04-01,27.641,1.392,India
1869-05-01,29.692,1.395,India
1869-06-01,28.947,1.153,India
1869-07-01,26.995,1.142,India
1869-08-01,25.904,1.266,India
1869-09-01,25.937,1.133,India
1869-10-01,23.832,1.158,India
1869-11-01,20.112,1.091,India
1869-12-01,16.332,1.344,India
1870-01-01,16.51,1.077,India
1870-02-01,18.711,1.411,India
1870-03-01,23.23,0.962,India
1870-04-01,27.566,1.237,India
1870-05-01,30.15,1.077,India
1870-06-01,28.782,1.178,India
1870-07-01,26.588,1.01,India
1870-08-01,25.423,0.904,India
1870-09-01,25.516,0.925,India
1870-10-01,23.732,1.158,India
1870-11-01,20.086,1.423,India
1870-12-01,16.128,1.025,India
1871-01-01,16.165,1.294,India
1871-02-01,18.913,1.758,India
1871-03-01,23.25,1.467,India
1871-04-01,27.582,1.007,India
1871-05-01,29.435,1.18,India
1871-06-01,28.981,1.288,India
1871-07-01,26.534,0.921,India
1871-08-01,26.032,0.85,India
1871-09-01,25.841,0.999,India
1871-10-01,24.036,0.906,India
1871-11-01,19.83,1.028,India
1871-12-01,16.783,1.032,India
1872-01-01,16.469,1.642,India
1872-02-01,18.654,1.232,India
1872-03-01,23.876,1.174,India
1872-04-01,27.342,1.356,India
1872-05-01,29.562,0.993,India
1872-06-01,28.741,1.037,India
1872-07-01,26.615,0.965,India
1872-08-01,25.727,1.319,India
1872-09-01,25.574,0.87,India
1872-10-01,24.024,0.886,India
1872-11-01,20.055,0.964,India
1872-12-01,16.883,1.591,India
1873-01-01,16.271,1.134,India
1873-02-01,19.325,1.167,India
1873-03-01,23.128,1.082,India
1873-04-01,27.228,1.177,India
1873-05-01,29.873,1.16,India
1873-06-01,28.762,1.012,India
1873-07-01,26.851,1.185,India
1873-08-01,25.988,0.9,India
1873-09-01,25.632,1.14,India
1873-10-01,24.008,1.01,India
1873-11-01,20.145,0.885,India
1873-12-01,17.211,1.033,India
1874-01-01,16.268,1.287,India
1874-02-01,19.066,1.1,India
1874-03-01,22.575,1.231,India
1874-04-01,27.611,0.963,India
1874-05-01,29.463,1.12,India
1874-06-01,28.725,1.193,India
1874-07-01,26.666,0.94,India
1874-08-01,26.026,0.939,India
1874-09-01,25.55,0.977,India
1874-10-01,24.408,1.122,India
1874-11-01,20.685,1.059,India
1874-12-01,16.668,1.352,India
1875-01-01,16.312,0.702,India
1875-02-01,18.697,0.827,India
1875-03-01,24.889,0.704,India
1875-04-01,28.22,0.52,India
1875-05-01,29.57,0.546,India
1875-06-01,28.92,0.88,India
1875-07-01,26.566,0.784,India
1875-08-01,25.757,0.388,India
1875-09-01,25.608,0.462,India
1875-10-01,23.003,0.651,India
1875-11-01,20.031,0.435,India
1875-12-01,17.493,0.306,India
1876-01-01,16.989,0.935,India
1876-02-01,19.176,0.728,India
1876-03-01,23.687,1.473,India
1876-04-01,27.541,0.881,India
1876-05-01,30.01,1.038,India
1876-06-01,29.635,0.631,India
1876-07-01,26.58,0.731,India
1876-08-01,25.937,0.609,India
1876-09-01,25.334,0.766,India
1876-10-01,23.16,0.731,India
1876-11-01,19.915,1.049,India
1876-12-01,16.747,1.064,India
1877-01-01,16.713,1.56,India
1877-02-01,17.823,1.469,India
1877-03-01,23.198,0.452,India
1877-04-01,25.839,0.833,India
1877-05-01,28.607,0.669,India
1877-06-01,29.245,1.741,India
1877-07-01,27.837,0.652,India
1877-08-01,27.25,0.724,India
1877-09-01,26.533,0.592,India
1877-10-01,23.887,0.649,India
1877-11-01,21.593,0.995,India
1877-12-01,18.068,1.901,India
1878-01-01,16.421,1.197,India
1878-02-01,20.25,0.816,India
1878-03-01,24.427,0.606,India
1878-04-01,27.205,0.66,India
1878-05-01,28.485,0.356,India
1878-06-01,30.349,1.178,India
1878-07-01,27.407,0.705,India
1878-08-01,26.214,0.689,India
1878-09-01,26.356,0.599,India
1878-10-01,24.908,0.487,India
1878-11-01,20.819,0.849,India
1878-12-01,16.732,1.047,India
1879-01-01,16.977,0.562,India
1879-02-01,19.754,0.768,India
1879-03-01,23.725,0.484,India
1879-04-01,28.485,1.019,India
1879-05-01,30.072,0.864,India
1879-06-01,28.064,0.83,India
1879-07-01,26.626,0.957,India
1879-08-01,25.472,0.525,India
1879-09-01,25.449,0.57,India
1879-10-01,23.679,0.827,India
1879-11-01,18.962,0.455,India
1879-12-01,15.948,0.97,India
1880-01-01,16.969,0.882,India
1880-02-01,18.473,0.517,India
1880-03-01,25.279,0.75,India
1880-04-01,28.576,0.427,India
1880-05-01,29.532,0.789,India
1880-06-01,28.683,0.565,India
1880-07-01,26.06,0.566,India
1880-08-01,26.25,0.526,India
1880-09-01,25.552,0.564,India
1880-10-01,24.311,0.665,India
1880-11-01,19.941,1.777,India
1880-12-01,16.703,0.749,India
1881-01-01,16.505,0.627,India
1881-02-01,20.048,0.717,India
1881-03-01,22.817,0.546,India
1881-04-01,27.561,0.4,India
1881-05-01,29.857,0.383,India
1881-06-01,28.288,0.755,India
1881-07-01,26.634,0.347,India
1881-08-01,25.898,0.405,India
1881-09-01,25.818,0.376,India
1881-10-01,24.077,0.26,India
1881-11-01,19.683,0.522,India
1881-12-01,16.948,0.748,India
1882-01-01,17.5,0.909,India
1882-02-01,18.677,0.517,India
1882-03-01,24.403,0.421,India
1882-04-01,27.314,0.428,India
1882-05-01,28.806,0.597,India
1882-06-01,27.966,0.378,India
1882-07-01,25.87,0.513,India
1882-08-01,25.854,0.48,India
1882-09-01,25.64,0.321,India
1882-10-01,23.831,0.202,India
1882-11-01,19.63,0.88,India
1882-12-01,17.571,0.41,India
1883-01-01,16.645,0.48,India
1883-02-01,18.255,0.836,India
1883-03-01,23.104,0.667,India
1883-04-01,27.907,0.374,India
1883-05-01,29.436,0.5,India
1883-06-01,28.359,0.398,India
1883-07-01,26.356,0.563,India
1883-08-01,26.535,0.348,India
1883-09-01,25.592,0.261,India
1883-10-01,23.517,0.34,India
1883-11-01,19.064,0.373,India
1883-12-01,15.32,0.748,India
1884-01-01,16.231,0.527,India
1884-02-01,18.258,0.583,India
1884-03-01,24.038,0.558,India
1884-04-01,27.013,0.621,India
1884-05-01,29.532,0.492,India
1884-06-01,28.623,0.453,India
1884-07-01,26.527,0.383,India
1884-08-01,25.842,0.403,India
1884-09-01,25.247,0.471,India
1884-10-01,22.723,0.559,India
1884-11-01,18.692,0.504,India
1884-12-01,16.162,0.788,India
1885-01-01,16.816,0.718,India
1885-02-01,17.399,0.546,India
1885-03-01,23.56,0.497,India
1885-04-01,26.719,0.389,India
1885-05-01,28.011,0.481,India
1885-06-01,28.453,0.416,India
1885-07-01,26.602,0.342,India
1885-08-01,25.976,0.446,India
1885-09-01,25.81,0.509,India
1885-10-01,24.144,0.598,India
1885-11-01,20.33,0.666,India
1885-12-01,16.859,0.983,India
1886-01-01,16.46,0.691,India
1886-02-01,18.399,0.872,India
1886-03-01,23.481,0.423,India
1886-04-01,27.305,0.265,India
1886-05-01,29.333,0.507,India
1886-06-01,28.286,0.277,India
1886-07-01,26.298,0.369,India
1886-08-01,25.924,0.3,India
1886-09-01,26.031,0.382,India
1886-10-01,24.463,0.72,India
1886-11-01,20.621,0.552,India
1886-12-01,17.137,0.964,India
1887-01-01,16.279,0.934,India
1887-02-01,18.518,1.014,India
1887-03-01,23.784,0.66,India
1887-04-01,27.448,0.469,India
1887-05-01,30.062,0.605,India
1887-06-01,28.087,0.412,India
1887-07-01,25.998,0.578,India
1887-08-01,25.397,0.437,India
1887-09-01,25.331,0.537,India
1887-10-01,23.379,0.439,India
1887-11-01,19.978,0.736,India
1887-12-01,16.805,0.673,India
1888-01-01,15.716,1.105,India
1888-02-01,18.912,0.943,India
1888-03-01,24.513,0.765,India
1888-04-01,27.886,0.796,India
1888-05-01,29.386,0.457,India
1888-06-01,29.188,0.658,India
1888-07-01,26.423,0.441,India
1888-08-01,25.681,0.442,India
1888-09-01,25.871,0.443,India
1888-10-01,23.928,0.609,India
1888-11-01,20.342,0.545,India
1888-12-01,16.586,0.777,India
1889-01-01,17.616,0.508,India
1889-02-01,19.321,0.567,India
1889-03-01,24.723,0.577,India
1889-04-01,28.13,0.631,India
1889-05-01,30.025,0.331,India
1889-06-01,28.727,0.286,India
1889-07-01,26.822,0.301,India
1889-08-01,26.025,0.366,India
1889-09-01,26.049,0.574,India
1889-10-01,23.428,0.245,India
1889-11-01,19.834,0.709,India
1889-12-01,17.158,1.056,India
1890-01-01,17.122,0.578,India
1890-02-01,19.845,1.011,India
1890-03-01,23.896,0.863,India
1890-04-01,27.79,0.785,India
1890-05-01,29.95,0.869,India
1890-06-01,28.113,0.406,India
1890-07-01,25.692,0.293,India
1890-08-01,25.275,0.371,India
1890-09-01,25.557,0.506,India
1890-10-01,23.61,0.359,India
1890-11-01,20.016,0.512,India
1890-12-01,17.515,0.634,India
1891-01-01,16.583,0.741,India
1891-02-01,18.055,0.515,India
1891-03-01,22.014,0.257,India
1891-04-01,27.375,0.265,India
1891-05-01,29.183,0.34,India
1891-06-01,29.954,0.363,India
1891-07-01,27.32,0.261,India
1891-08-01,26.023,0.239,India
1891-09-01,25.934,0.483,India
1891-10-01,23.631,0.286,India
1891-11-01,20.453,0.542,India
1891-12-01,17.246,0.476,India
1892-01-01,17.621,0.563,India
1892-02-01,19.994,0.359,India
1892-03-01,24.809,0.784,India
1892-04-01,29.378,0.44,India
1892-05-01,30.172,0.575,India
1892-06-01,28.556,0.395,India
1892-07-01,26.768,0.362,India
1892-08-01,25.578,0.376,India
1892-09-01,25.382,0.298,India
1892-10-01,23.693,0.292,India
1892-11-01,19.384,0.681,India
1892-12-01,16.543,0.737,India
1893-01-01,15.643,0.559,India
1893-02-01,16.57,0.613,India
1893-03-01,21.431,0.549,India
1893-04-01,27.218,0.419,India
1893-05-01,28.666,0.368,India
1893-06-01,27.484,0.524,India
1893-07-01,25.981,0.395,India
1893-08-01,25.967,0.288,India
1893-09-01,25.164,0.277,India
1893-10-01,23.474,0.389,India
1893-11-01,20.213,0.532,India
1893-12-01,16.867,0.6,India
1894-01-01,16.849,0.615,India
1894-02-01,19.819,0.538,India
1894-03-01,23.497,0.655,India
1894-04-01,27.478,0.345,India
1894-05-01,30.165,0.246,India
1894-06-01,28.334,0.171,India
1894-07-01,26.176,0.197,India
1894-08-01,25.688,0.531,India
1894-09-01,25.646,0.376,India
1894-10-01,23.942,0.259,India
1894-11-01,19.677,0.559,India
1894-12-01,17.029,0.573,India
1895-01-01,16.557,0.539,India
1895-02-01,19.108,0.341,India
1895-03-01,23.521,0.365,India
1895-04-01,26.867,0.407,India
1895-05-01,30.519,0.382,India
1895-06-01,28.625,0.328,India
1895-07-01,26.814,0.314,India
1895-08-01,25.9,0.391,India
1895-09-01,26.143,0.286,India
1895-10-01,23.662,0.308,India
1895-11-01,21.269,0.405,India
1895-12-01,16.616,0.458,India
1896-01-01,16.9,0.31,India
1896-02-01,19.769,0.412,India
1896-03-01,24.66,0.449,India
1896-04-01,28.822,0.463,India
1896-05-01,30.707,0.257,India
1896-06-01,28.757,0.26,India
1896-07-01,27.2,0.229,India
1896-08-01,26.02,0.438,India
1896-09-01,26.452,0.409,India
1896-10-01,24.853,0.392,India
1896-11-01,21.296,0.41,India
1896-12-01,17.417,0.445,India
1897-01-01,17.445,0.764,India
1897-02-01,19.908,0.296,India
1897-03-01,23.659,0.41,India
1897-04-01,27.817,0.585,India
1897-05-01,30.695,0.446,India
1897-06-01,29.702,0.462,India
1897-07-01,27.681,0.277,India
1897-08-01,26.355,0.376,India
1897-09-01,26.106,0.404,India
1897-10-01,24.127,0.561,India
1897-11-01,20.43,0.635,India
1897-12-01,16.709,0.391,India
1898-01-01,16.897,0.856,India
1898-02-01,18.688,0.521,India
1898-03-01,23.92,0.456,India
1898-04-01,28.917,0.46,India
1898-05-01,30.043,0.448,India
1898-06-01,29.207,0.39,India
1898-07-01,26.681,0.37,India
1898-08-01,26.133,0.413,India
1898-09-01,25.725,0.159,India
1898-10-01,24.304,0.213,India
1898-11-01,20.619,0.495,India
1898-12-01,17.632,0.641,India
1899-01-01,15.345,0.622,India
1899-02-01,19.528,0.475,India
1899-03-01,24.715,0.466,India
1899-04-01,27.011,0.481,India
1899-05-01,29.985,0.394,India
1899-06-01,28.529,0.47,India
1899-07-01,26.958,0.393,India
1899-08-01,27.312,0.295,India
1899-09-01,26.907,0.413,India
1899-10-01,24.852,0.301,India
1899-11-01,20.945,0.292,India
1899-12-01,17.974,0.446,India
1/1/1900,17.385,0.651,India
2/1/1900,20.05,0.694,India
3/1/1900,24.958,0.463,India
4/1/1900,27.672,0.491,India
5/1/1900,29.772,0.237,India
6/1/1900,29.928,0.5,India
7/1/1900,27.609,0.637,India
8/1/1900,26.493,0.441,India
9/1/1900,25.643,0.316,India
10/1/1900,23.674,0.432,India
11/1/1900,21.122,0.341,India
12/1/1900,18.108,0.589,India
1/1/1901,16.172,0.316,India
2/1/1901,18.506,0.538,India
3/1/1901,23.703,0.386,India
4/1/1901,27.474,0.566,India
5/1/1901,29.787,0.473,India
6/1/1901,29.944,0.314,India
7/1/1901,27.522,0.415,India
8/1/1901,26.179,0.332,India
9/1/1901,26.296,0.406,India
10/1/1901,25.146,0.301,India
11/1/1901,20.879,0.352,India
12/1/1901,17.403,0.439,India
1/1/1902,17.719,0.576,India
2/1/1902,19.867,0.478,India
3/1/1902,25.17,0.289,India
4/1/1902,27.848,0.302,India
5/1/1902,30.26,0.551,India
6/1/1902,29.534,0.59,India
7/1/1902,27.214,0.473,India
8/1/1902,26.967,0.381,India
9/1/1902,25.887,0.288,India
10/1/1902,24.213,0.274,India
11/1/1902,20.255,0.216,India
12/1/1902,16.89,0.543,India
1/1/1903,16.939,0.564,India
2/1/1903,18.644,0.532,India
3/1/1903,22.983,0.421,India
4/1/1903,27.185,0.477,India
5/1/1903,29.496,0.274,India
6/1/1903,29.878,0.404,India
7/1/1903,27.564,0.445,India
8/1/1903,26.195,0.347,India
9/1/1903,26.061,0.433,India
10/1/1903,24.075,0.336,India
11/1/1903,19.707,0.495,India
12/1/1903,16.482,0.483,India
1/1/1904,16.723,0.621,India
2/1/1904,19.177,0.527,India
3/1/1904,23.349,0.336,India
4/1/1904,28.047,0.225,India
5/1/1904,29.465,0.349,India
6/1/1904,28.616,0.352,India
7/1/1904,26.408,0.42,India
8/1/1904,26.085,0.457,India
9/1/1904,25.904,0.274,India
10/1/1904,24.244,0.209,India
11/1/1904,19.988,0.324,India
12/1/1904,17.096,0.3,India
1/1/1905,15.754,0.591,India
2/1/1905,16.043,0.499,India
3/1/1905,21.969,0.378,India
4/1/1905,25.546,0.271,India
5/1/1905,30.149,0.375,India
6/1/1905,30.124,0.394,India
7/1/1905,27.231,0.36,India
8/1/1905,26.637,0.298,India
9/1/1905,26.23,0.27,India
10/1/1905,24.48,0.305,India
11/1/1905,21.126,0.333,India
12/1/1905,16.891,0.476,India
1/1/1906,16.315,0.481,India
2/1/1906,18.395,0.388,India
3/1/1906,22.443,0.256,India
4/1/1906,27.78,0.378,India
5/1/1906,30.947,0.464,India
6/1/1906,28.841,0.47,India
7/1/1906,27.041,0.374,India
8/1/1906,26.192,0.306,India
9/1/1906,25.791,0.215,India
10/1/1906,24.247,0.237,India
11/1/1906,21.004,0.197,India
12/1/1906,17.661,0.577,India
1/1/1907,17.669,0.428,India
2/1/1907,18.583,0.343,India
3/1/1907,22.283,0.197,India
4/1/1907,25.785,0.351,India
5/1/1907,28.962,0.413,India
6/1/1907,28.919,0.294,India
7/1/1907,27.661,0.278,India
8/1/1907,25.709,0.402,India
9/1/1907,26.164,0.341,India
10/1/1907,24.728,0.161,India
11/1/1907,21.125,0.358,India
12/1/1907,16.537,0.372,India
1/1/1908,16.417,0.45,India
2/1/1908,19.246,0.489,India
3/1/1908,23.22,0.281,India
4/1/1908,28.495,0.141,India
5/1/1908,29.963,0.344,India
6/1/1908,29.695,0.284,India
7/1/1908,26.375,0.284,India
8/1/1908,25.649,0.349,India
9/1/1908,25.751,0.327,India
10/1/1908,24.058,0.279,India
11/1/1908,19.831,0.385,India
12/1/1908,16.203,0.606,India
1/1/1909,16.949,0.356,India
2/1/1909,18.947,0.328,India
3/1/1909,24.33,0.239,India
4/1/1909,26.163,0.32,India
5/1/1909,29.56,0.263,India
6/1/1909,28.083,0.266,India
7/1/1909,26.132,0.428,India
8/1/1909,25.887,0.328,India
9/1/1909,25.544,0.298,India
10/1/1909,24.164,0.442,India
11/1/1909,20.99,0.286,India
12/1/1909,17.183,0.372,India
1/1/1910,16.613,0.494,India
2/1/1910,19.175,0.419,India
3/1/1910,23.656,0.241,India
4/1/1910,27.272,0.254,India
5/1/1910,29.873,0.248,India
6/1/1910,28.268,0.127,India
7/1/1910,26.461,0.195,India
8/1/1910,25.956,0.257,India
9/1/1910,25.724,0.258,India
10/1/1910,23.633,0.343,India
11/1/1910,19.419,0.295,India
12/1/1910,16.48,0.455,India
1/1/1911,17.656,0.417,India
2/1/1911,18.779,0.572,India
3/1/1911,22.388,0.323,India
4/1/1911,27.185,0.222,India
5/1/1911,30.436,0.369,India
6/1/1911,28.41,0.16,India
7/1/1911,27.672,0.231,India
8/1/1911,26.348,0.256,India
9/1/1911,25.879,0.222,India
10/1/1911,24.503,0.271,India
11/1/1911,20.135,0.356,India
12/1/1911,17.041,0.666,India
1/1/1912,17.237,0.64,India
2/1/1912,20.148,0.494,India
3/1/1912,23.552,0.349,India
4/1/1912,27.244,0.285,India
5/1/1912,30.203,0.221,India
6/1/1912,30.139,0.225,India
7/1/1912,27.001,0.174,India
8/1/1912,26.04,0.214,India
9/1/1912,25.765,0.293,India
10/1/1912,24.246,0.282,India
11/1/1912,19.889,0.255,India
12/1/1912,16.621,0.197,India
1/1/1913,16.626,0.451,India
2/1/1913,19.358,0.246,India
3/1/1913,22.333,0.2,India
4/1/1913,28.176,0.239,India
5/1/1913,29.167,0.23,India
6/1/1913,27.926,0.148,India
7/1/1913,26.644,0.283,India
8/1/1913,26.228,0.457,India
9/1/1913,26.316,0.533,India
10/1/1913,24.574,0.398,India
11/1/1913,20.15,0.311,India
12/1/1913,16.912,0.406,India
1/1/1914,17.441,0.709,India
2/1/1914,19.372,0.234,India
3/1/1914,23.091,0.255,India
4/1/1914,26.634,0.539,India
5/1/1914,29.852,0.462,India
6/1/1914,28.936,0.261,India
7/1/1914,26.629,0.23,India
8/1/1914,26.016,0.374,India
9/1/1914,25.994,0.383,India
10/1/1914,23.83,0.295,India
11/1/1914,21.017,0.396,India
12/1/1914,17.094,0.447,India
1/1/1915,17.044,0.341,India
2/1/1915,18.73,0.347,India
3/1/1915,23.344,0.359,India
4/1/1915,27.327,0.324,India
5/1/1915,30.59,0.326,India
6/1/1915,29.826,0.371,India
7/1/1915,27.691,0.382,India
8/1/1915,26.665,0.239,India
9/1/1915,26.513,0.276,India
10/1/1915,25.264,0.292,India
11/1/1915,21.429,0.455,India
12/1/1915,17.058,0.388,India
1/1/1916,17.013,0.557,India
2/1/1916,18.953,0.512,India
3/1/1916,24.942,0.54,India
4/1/1916,28.04,0.299,India
5/1/1916,30.005,0.34,India
6/1/1916,27.827,0.239,India
7/1/1916,26.899,0.262,India
8/1/1916,26.024,0.291,India
9/1/1916,25.878,0.281,India
10/1/1916,24.091,0.25,India
11/1/1916,19.943,0.385,India
12/1/1916,16.291,0.533,India
1/1/1917,16.729,0.537,India
2/1/1917,19.043,0.377,India
3/1/1917,22.795,0.44,India
4/1/1917,25.902,0.31,India
5/1/1917,27.232,0.287,India
6/1/1917,27.789,0.222,India
7/1/1917,26.52,0.495,India
8/1/1917,26.008,0.202,India
9/1/1917,25.273,0.34,India
10/1/1917,23.534,0.204,India
11/1/1917,19.416,0.568,India
12/1/1917,16.732,0.446,India
1/1/1918,15.769,0.426,India
2/1/1918,19.212,0.487,India
3/1/1918,23.433,0.333,India
4/1/1918,26.317,0.215,India
5/1/1918,29.728,0.4,India
6/1/1918,27.84,0.357,India
7/1/1918,27.898,0.215,India
8/1/1918,26.458,0.246,India
9/1/1918,26.283,0.23,India
10/1/1918,24.618,0.189,India
11/1/1918,20.936,0.402,India
12/1/1918,16.769,0.259,India
1/1/1919,17.379,0.531,India
2/1/1919,19.006,0.4,India
3/1/1919,23.94,0.316,India
4/1/1919,27.028,0.472,India
5/1/1919,29.547,0.242,India
6/1/1919,28.926,0.357,India
7/1/1919,26.703,0.244,India
8/1/1919,26.134,0.293,India
9/1/1919,25.755,0.19,India
10/1/1919,23.997,0.267,India
11/1/1919,20.701,0.299,India
12/1/1919,16.786,0.402,India
1/1/1920,17.183,0.466,India
2/1/1920,19.001,0.345,India
3/1/1920,23.686,0.233,India
4/1/1920,27.039,0.522,India
5/1/1920,28.449,0.223,India
6/1/1920,28.911,0.3,India
7/1/1920,26.793,0.237,India
8/1/1920,26.216,0.276,India
9/1/1920,26.582,0.153,India
10/1/1920,25.084,0.321,India
11/1/1920,21.209,0.434,India
12/1/1920,17.312,0.473,India
1/1/1921,17.406,0.383,India
2/1/1921,19.287,0.276,India
3/1/1921,25.23,0.212,India
4/1/1921,28.546,0.355,India
5/1/1921,31.329,0.214,India
6/1/1921,29.071,0.274,India
7/1/1921,27.418,0.404,India
8/1/1921,25.988,0.242,India
9/1/1921,25.581,0.192,India
10/1/1921,23.597,0.241,India
11/1/1921,19.844,0.222,India
12/1/1921,17.694,0.45,India
1/1/1922,16.714,0.422,India
2/1/1922,19.936,0.335,India
3/1/1922,24.374,0.32,India
4/1/1922,28.05,0.29,India
5/1/1922,30.235,0.324,India
6/1/1922,28.571,0.149,India
7/1/1922,26.724,0.252,India
8/1/1922,26.057,0.268,India
9/1/1922,25.659,0.245,India
10/1/1922,23.727,0.262,India
11/1/1922,20.33,0.287,India
12/1/1922,16.476,0.323,India
1/1/1923,16.819,0.344,India
2/1/1923,18.654,0.269,India
3/1/1923,23.688,0.234,India
4/1/1923,27.823,0.206,India
5/1/1923,29.656,0.252,India
6/1/1923,30.522,0.229,India
7/1/1923,26.731,0.209,India
8/1/1923,25.892,0.173,India
9/1/1923,25.886,0.212,India
10/1/1923,23.607,0.212,India
11/1/1923,20.255,0.33,India
12/1/1923,17.378,0.601,India
1/1/1924,16.724,0.325,India
2/1/1924,19.565,0.297,India
3/1/1924,24.943,0.359,India
4/1/1924,28.324,0.36,India
5/1/1924,29.211,0.307,India
6/1/1924,30.129,0.237,India
7/1/1924,27.041,0.231,India
8/1/1924,26.29,0.269,India
9/1/1924,25.406,0.222,India
10/1/1924,23.917,0.234,India
11/1/1924,19.87,0.218,India
12/1/1924,17.132,0.201,India
1/1/1925,15.629,0.545,India
2/1/1925,18.131,0.449,India
3/1/1925,23.903,0.416,India
4/1/1925,28.372,0.272,India
5/1/1925,29.13,0.302,India
6/1/1925,28.113,0.332,India
7/1/1925,26.223,0.233,India
8/1/1925,26.282,0.239,India
9/1/1925,26.33,0.178,India
10/1/1925,24.584,0.244,India
11/1/1925,20.413,0.527,India
12/1/1925,16.841,0.397,India
1/1/1926,17.236,0.328,India
2/1/1926,20.375,0.307,India
3/1/1926,23.152,0.309,India
4/1/1926,25.739,0.253,India
5/1/1926,29.002,0.399,India
6/1/1926,30.733,0.221,India
